content,type
"Orpheus with his lute made trees   
And the mountain tops that freeze   
  Bow themselves when he did sing:   
To his music plants and flowers   
Ever sprung; as sun and showers 
  There had made a lasting spring.   
  
Every thing that heard him play,   
Even the billows of the sea,   
  Hung their heads and then lay by.   
In sweet music is such art, 
  Killing care and grief of heart   
  Fall asleep, or hearing, die. ",Mythology
"It is the summer of the day, the gold-bodied hour, the good bookless eternity. It is the epoch of blaze, labia, white oblivion. No melancholy yet, nor reverie, nor singing, barely any talk—it is the matterful backs of cattle, thigh-quiet of tree trunk, insect wing nickeled with sun. It is a horse standing flat foot casting no shadow, the wishbone of fire on the flicker’s neck. It is the blessed hopeless hour, red thunder inside the watermelon.",Nature
"Look at my hair
Dancing in the air
Look at the trees
Bowing with the breeze
Look at the flowers
Dancing in the showers
Look all and all around
Up in the sky and down on the ground. ",Nature
"Soft and warm
Sealed with care
Sweet and kind
Will ever share
Brave and strong
Yet so fair
That is her
She's always there

Sensitive
to despair
Harkens to
others welfare
Delicate
she's elsewhere
Beautiful
beyond compare

If you meet her
Best Beware
She'll steal your heart
unaware
Her name is Love
This I swear
There's none like her
Anywhere",Love
"Your relationship with Nature speaks volumes about you
Do you only see Nature as a means to financial gain or are you one of those who
Love Nature for her beauty and love her wildlife and her trees
And her rivers, lakes and mountains and her fields and flowers and bees?

Your relationship with Nature tells of the sort of person that you are
Do you see Nature's protectors as those who have gone too far
In their dispute with the developer in their fight for every tree
If this be so you support the environmental vandals or so 'twould seem to me?

Your relationship with Nature about you more can say
Than all of your friends and enemies can or so 'twould seem that way
For your apathy to Nature tells of your inner strife
And your attitude to Nature is your attitude to life.",Nature
"The rose upon my balcony the morning air perfuming,
  Was leafless all the winter time and pining for the spring;
  You ask me why her breath is sweet, and why her cheek is blooming,
  It is because the sun is out and birds begin to sing.

  The nightingale, whose melody is through the greenwood ringing,
  Was silent when the boughs were bare and winds were blowing keen:
  And if, Mamma, you ask of me the reason of his singing,
  It is because the sun is out and all the leaves are green.

  Thus each performs his part, Mamma; the birds have found their voices,
  The blowing rose a flush, Mamma, her bonny cheek to dye;
  And there’s sunshine in my heart, Mamma, which wakens and rejoices,
  And so I sing and blush, Mamma, and that’s the reason why.",Nature
"Love's Beautiful

I was scared of love -
love was a slap in the face
when I did something wrong
and it got to mom
love is a chase and breaking
my favourite stuff

When parents gave love
they spiced it with hate
when friends gave love
they set conditions and rules
when you love me
is it duty-free -
what is the dividends?

You reminded me how
I completely withdrew
from all forms of life
and lived in a book
so much so that closing the book
stopped me breathing and being
only words on paper
words in a song, music playing
was existence for me",Love
"Once on the kind of day called “weather breeder,""
When the heat slowly hazes and the sun
By its own power seems to be undone,
I was half boring through, half climbing through
A swamp of cedar. Choked with oil of cedar
And scurf of plants, and weary and over-heated,
And sorry I ever left the road I knew,
I paused and rested on a sort of hook
That had me by the coat as good as seated,
And since there was no other way to look,
Looked up toward heaven, and there against the blue,
Stood over me a resurrected tree,
A tree that had been down and raised again—
A barkless spectre. He had halted too,
As if for fear of treading upon me.
I saw the strange position of his hands—
Up at his shoulders, dragging yellow strands
Of wire with something in it from men to men.
“You here?” I said. “Where aren’t you nowadays
And what’s the news you carry—if you know?
And tell me where you’re off for—Montreal?
Me? I’m not off for anywhere at all.
Sometimes I wander out of beaten ways
Half looking for the orchid Calypso.”",Nature
"If I could just touch your ankle, he whispers, there
on the inside, above the bone—leans closer,
breath of lime and pepper—I know I could
make love to you.  She considers
this, secretly thrilled, though she wasn’t quite
sure what he meant.  He was good
with words, words that went straight to the liver.
Was she falling for him out of sheer boredom—
cooped up in this anything-but-humble dive, stone
gargoyles leering and brocade drapes licked with fire?
Her ankle burns where he described it.  She sighs
just as her mother aboveground stumbles, is caught
by the fetlock—bereft in an instant—
while the Great Man drives home his desire.  ",Mythology
"In my country our shamans were women
and our gods multiple until white people brought
an ecstasy of rosaries and our cities today
glow with crosses like graveyards. As a child
in Sunday school I was told Iï¿½d go to hell
if I didnï¿½t believe in God. Our teacher was a woman
whose daughters wanted to be nuns and I asked
What about babies and what about Buddha, and she said
Theyï¿½re in hell too and so I memorized prayers
and recited them in front of women
I did not believe in. Deliver us from evil.
O sweet Virgin Mary, amen. O sweet. O sweet.
In this country, which calls itself Christian,
what is sweeter than hearing Have mercy
on us. From those who serve different gods. O
clement, O loving, O God, O God, amidst ruins,
amidst waters, fleeing, fleeing. Deliver us from evil.
O sweet, O sweet. In this country,
point at the moon, at the stars, point at the way the lake lies,
with a hand full of feathers,
and they will look at the feathers. And kill you for it.
If a word for religion they donï¿½t believe in is magic
so be it, let us have magic. Let us have
our own mothers and scarves, our spirits,
our shamans and our sacred books. Let us keep
our stars to ourselves and we shall pray
to no one. Let us eat
what makes us holy.",Religion
" A boy was covered in pigeons.
He put birdseed in his hair and crotch so the ghostbird
would descend and devour him.

I saw the brown bird with the yellow breast
smoking Lucky Strikes. Thought she might be the Holy Spirit.
There are no birds only what this typewriter flushes out.
The cliffs are made from stone doves.
And the boys had beautiful lips.

II

The Outside suggests a tunnel to ride what he
says through a tunnel. Geography, animal life, the eventual
human being. Anatomy on the page
is sexier, my ghost.
The page of real thigh, my mister,
opens at the top to be eaten like
the sun you can recognize eats her rays. Greasy misery
covers my hands. It bothers
me to touch a carcass. Dead branches. Bothers me.

III

God's big eye is a pink cubicle.
God's big eye stretches
around me, a great balled gown.

I look for him in the roots of the roofless space.
Mons pubis corresponds to the real bird.

The lung. The wing.

IV

I demand the air beat. The birds scared
up into motion and I expect
revelation. I have my lusty knife.
Left cigarettes on your grave
and chant. J is for Jerusalem. Returns the poet to an invisible
homeland.
Resurrects the liver.
           Saying goodbye to a ghost is a hoax.
The birds are still in flight. Unhook the birds.

V

Sick orange sky I hate
I shall see it opened, the sunny aftertomb
and a real poem at the gate.

The erratic footprints of birds upon the sand or lacerations.
No limbs at our disposal, only the desire of limbs to reflesh.
The ghost gestures.

I am filling your borders with letters.
This is the new wordâ€”get up and live.",Religion
